PA,R,H,Db,HR,RBI,BB,SO
202,16,36,5,5,17,21,46.0
330,38,69,9,1,17,20,62.0
53,4,13,4,1,7,3,13.0
544,75,105,13,14,40,42,166.0
79,10,18,8,1,7,4,26.0
51,2,13,4,0,6,2,16.0
423,49,105,15,4,28,17,40.0
240,28,73,13,5,27,5,21.0
278,19,57,15,1,18,9,53.0
164,17,39,5,5,25,11,20.0
219,22,53,19,0,16,12,43.0
374,43,81,20,3,16,29,58.0
624,75,146,36,24,93,77,141.0
64,4,9,3,2,9,5,23.0
524,66,113,27,24,84,54,83.0
501,53,134,26,1,25,27,73.0
160,17,36,7,3,11,9,40.0
130,10,27,5,6,14,6,47.0
384,45,95,16,0,28,24,47.0
354,24,75,15,1,21,27,50.0
71,9,15,2,5,15,8,21.0
115,8,26,5,3,10,14,40.0
76,4,13,3,2,6,4,17.0
182,16,38,8,3,12,14,31.0
434,47,86,17,3,35,52,90.0
105,7,25,7,3,14,10,15.0
122,11,18,3,2,10,14,29.0
639,129,182,27,30,83,67,139.0
586,66,146,19,32,95,36,153.0
203,33,52,8,8,27,19,19.0
185,20,46,13,2,19,9,24.0
630,86,115,29,19,78,94,168.0
633,79,141,29,28,78,45,169.0
628,107,155,24,17,67,63,121.0
179,15,31,9,2,17,13,37.0
362,48,77,15,11,45,43,43.0
303,26,58,20,4,28,36,55.0
206,28,46,9,8,26,10,44.0
208,15,40,4,0,15,8,36.0
132,13,25,6,2,17,3,32.0
57,4,9,2,2,7,2,14.0
57,2,13,1,0,2,1,11.0
470,62,110,26,9,45,41,94.0
543,64,129,18,25,78,28,120.0
431,46,101,17,9,40,35,49.0
235,26,51,12,2,15,18,31.0
109,7,12,2,2,5,7,33.0
66,5,5,1,0,0,3,31.0
62,2,4,1,0,1,1,29.0
163,13,36,5,0,7,7,17.0
530,62,132,27,14,69,47,104.0
254,24,58,10,9,24,18,73.0
72,5,8,2,1,4,3,32.0
475,59,126,44,14,56,94,85.0
511,54,98,15,2,20,50,70.0
677,85,135,29,21,63,74,169.0
316,42,65,12,10,36,26,80.0
344,42,90,21,5,31,42,57.0
262,36,56,9,11,29,16,35.0
58,2,6,1,0,0,4,24.0
119,11,26,6,1,10,9,22.0
593,67,131,27,23,83,60,112.0
360,40,74,11,11,43,37,81.0
615,85,135,30,35,110,76,141.0
201,19,36,5,3,13,15,33.0
77,4,12,1,0,4,2,12.0
63,11,16,3,3,8,2,12.0
176,20,42,7,5,22,9,40.0
55,5,10,3,1,4,0,20.0
90,9,16,3,0,3,13,23.0
670,91,178,41,21,93,81,112.0
165,25,34,7,4,14,14,39.0
344,47,69,8,15,46,37,69.0
363,36,75,24,14,41,36,79.0
608,54,153,27,18,74,20,112.0
196,36,55,7,4,15,13,31.0
651,79,169,27,8,67,33,70.0
66,5,11,2,1,4,4,13.0
641,93,163,36,25,95,57,116.0
69,3,4,0,0,2,6,12.0
668,88,151,39,20,74,97,103.0
147,21,37,12,2,14,6,33.0
427,40,97,18,4,31,37,72.0
152,10,27,5,2,13,9,43.0
319,46,84,14,17,51,23,80.0
672,64,177,31,5,52,32,85.0
82,10,19,4,2,9,6,21.0
113,9,25,4,1,9,6,19.0
375,34,94,11,6,45,32,47.0
614,70,130,22,36,100,48,186.0
396,35,87,14,5,32,22,57.0
85,5,14,4,0,4,7,27.0
698,91,168,17,4,67,52,97.0
71,7,12,4,2,7,5,25.0
65,6,12,3,5,11,3,35.0
674,80,171,20,8,37,55,40.0
378,34,88,17,14,43,23,117.0
514,49,130,29,10,52,23,72.0
497,45,92,18,21,55,18,148.0
236,17,61,9,1,19,4,33.0
75,0,4,0,0,0,0,26.0
179,18,38,8,5,22,15,43.0
379,39,75,14,11,47,44,112.0
394,54,91,15,9,46,15,41.0
589,68,149,33,6,54,23,59.0
73,3,9,1,0,1,3,18.0
175,21,43,8,11,21,18,48.0
330,22,64,15,5,23,14,70.0
445,46,98,17,8,41,21,127.0
555,49,104,25,7,41,36,64.0
120,15,28,2,3,16,13,18.0
528,82,117,24,28,73,69,84.0
155,14,25,6,0,4,17,28.0
236,30,42,6,11,20,26,62.0
408,46,99,22,5,24,28,56.0
571,76,147,39,17,67,52,125.0
600,79,164,30,24,84,38,90.0
690,88,199,32,30,92,50,78.0
294,27,62,10,6,34,38,52.0
167,18,27,6,2,6,12,44.0
83,8,14,4,2,5,4,21.0
64,9,12,3,0,5,8,15.0
409,35,83,15,13,46,14,71.0
252,22,56,8,1,25,11,46.0
258,35,76,17,6,22,7,49.0
511,50,120,17,3,41,52,95.0
107,8,12,2,3,14,10,26.0
308,31,68,14,8,35,21,85.0
150,16,44,5,0,14,8,11.0
53,6,14,2,3,8,2,9.0
50,7,11,2,1,5,5,13.0
155,18,39,7,6,16,10,35.0
282,33,57,16,3,20,13,66.0
179,21,45,6,0,11,17,37.0
117,10,21,3,1,3,12,22.0
575,75,138,21,6,50,40,132.0
196,26,48,3,3,12,10,43.0
107,18,18,5,3,10,10,31.0
611,66,158,26,10,73,40,67.0
243,11,47,9,1,18,15,53.0
253,30,67,14,9,38,27,56.0
53,4,12,3,1,6,3,13.0
165,16,34,5,7,24,13,44.0
540,65,135,21,27,83,39,97.0
697,89,164,43,30,109,63,185.0
407,38,79,11,15,60,29,99.0
69,3,6,0,0,4,5,30.0
67,1,4,0,0,2,2,33.0
668,62,168,27,15,82,79,102.0
464,61,121,26,21,71,25,124.0
115,14,34,9,3,17,6,20.0
435,54,108,15,4,31,41,69.0
562,66,123,35,14,64,35,114.0
652,103,193,26,44,137,90,94.0
372,39,96,15,3,30,23,47.0
53,2,4,1,0,5,0,20.0
442,54,100,21,4,46,33,90.0
64,0,5,0,0,2,2,22.0
222,29,55,7,8,32,21,41.0
180,20,43,7,5,22,19,25.0
336,32,74,13,5,36,34,22.0
54,10,12,0,0,0,8,14.0
681,81,190,41,27,107,65,85.0
243,34,64,18,9,43,22,67.0
717,126,199,55,11,78,72,98.0
206,21,44,6,0,9,13,35.0
585,64,113,24,29,82,70,212.0
60,7,13,1,1,3,1,25.0
125,15,24,4,1,10,9,20.0
428,41,104,23,8,32,34,97.0
491,63,120,35,18,56,50,130.0
705,59,163,34,10,44,30,129.0
155,12,31,6,1,12,6,42.0
133,12,33,2,2,9,8,31.0
61,12,14,3,3,8,8,9.0
574,74,127,21,26,80,37,137.0
70,2,12,1,1,7,3,15.0
279,22,71,10,2,14,9,31.0
254,28,64,14,9,44,19,45.0
308,30,65,17,11,36,16,56.0
712,107,162,34,21,54,112,133.0
58,4,11,2,1,4,6,12.0
68,5,15,1,1,4,3,10.0
214,10,50,10,1,10,17,43.0
181,14,31,3,7,17,20,58.0
78,8,12,0,3,10,3,27.0
255,23,58,13,7,21,17,61.0
73,8,8,4,0,3,2,23.0
210,16,43,5,7,20,10,60.0
63,7,11,2,2,8,2,15.0
618,74,144,30,12,63,26,102.0
563,71,160,29,13,97,40,100.0
99,11,21,3,2,8,5,27.0
550,52,124,24,9,43,42,96.0
469,62,123,30,6,31,28,66.0
584,93,134,22,22,66,61,65.0
181,18,36,7,1,13,16,39.0
128,12,15,2,1,6,5,20.0
59,6,10,1,0,5,1,13.0
456,49,110,18,27,76,35,109.0
540,74,162,31,20,84,46,100.0
129,13,25,6,1,13,4,25.0
104,12,29,5,2,12,4,23.0
112,4,20,3,1,5,12,21.0
179,15,37,7,5,12,18,57.0
87,8,18,6,3,12,10,24.0
360,49,86,16,6,24,21,67.0
673,103,167,42,53,138,72,199.0
153,27,38,10,11,27,11,34.0
675,84,160,27,17,62,50,147.0
377,37,65,14,9,33,57,101.0
59,2,2,0,0,0,2,21.0
318,39,71,19,6,27,29,55.0
117,13,27,10,2,11,10,23.0
63,7,12,1,1,6,4,23.0
520,67,132,21,10,47,42,84.0
236,23,48,12,7,36,28,49.0
358,43,78,25,5,43,22,56.0
655,77,168,38,20,80,43,145.0
109,17,25,5,4,13,4,36.0
213,32,51,13,5,17,16,41.0
233,32,46,10,9,23,11,56.0
484,60,112,16,9,37,42,84.0
267,21,54,11,2,22,22,40.0
589,56,131,25,21,77,30,96.0
668,89,174,37,24,93,76,110.0
538,49,120,28,14,55,48,99.0
623,72,136,33,18,66,51,120.0
501,57,112,29,13,67,54,124.0
384,42,71,16,15,33,55,102.0
64,6,10,1,2,6,9,14.0
607,60,115,15,34,86,76,189.0
239,30,55,9,2,17,21,45.0
277,40,63,10,3,22,17,44.0
448,43,93,17,10,52,45,78.0
480,46,117,13,6,48,26,74.0
636,92,172,31,9,53,47,92.0
136,16,29,4,2,6,13,20.0
621,90,144,29,36,104,82,62.0
642,57,142,20,4,52,19,84.0
179,23,39,5,3,10,11,34.0
578,61,130,27,9,56,57,73.0
167,11,25,9,3,12,4,47.0
553,54,131,33,12,52,61,95.0
173,12,37,8,4,16,10,56.0
58,5,11,1,1,5,0,20.0
712,82,174,36,25,106,75,117.0
271,28,55,11,10,27,19,62.0
101,8,20,5,1,13,5,23.0
446,44,89,17,9,44,33,115.0
275,24,50,11,10,24,14,94.0
243,22,47,6,6,19,19,54.0
492,71,109,18,12,42,65,105.0
50,4,5,0,1,1,5,11.0
115,10,26,2,5,16,7,43.0
270,26,53,10,13,32,25,95.0
193,19,38,8,3,13,8,49.0
63,1,12,2,0,4,1,12.0
278,27,59,10,5,26,12,29.0
412,38,83,20,12,45,42,113.0
600,63,124,29,19,73,50,125.0
629,89,176,27,23,109,66,121.0
521,53,121,26,9,60,47,106.0
208,10,52,8,4,24,14,31.0
200,25,35,0,2,17,17,28.0
64,4,12,2,2,4,0,29.0
222,13,48,5,6,19,13,45.0
88,12,20,3,2,10,4,21.0
168,19,49,4,5,21,5,38.0
57,8,10,0,0,1,3,16.0
54,2,10,1,0,1,4,18.0
609,81,147,33,8,52,52,127.0
382,44,86,21,21,65,21,81.0
71,0,8,0,0,4,3,30.0
230,29,69,11,6,21,10,42.0
287,39,69,12,2,22,29,46.0
237,29,46,6,1,18,20,24.0
216,21,34,8,9,31,23,56.0
452,46,100,14,13,40,37,79.0
59,6,12,2,0,4,6,13.0
80,8,13,4,2,10,7,22.0
155,17,32,7,5,14,20,25.0
121,11,30,5,2,8,2,28.0
710,103,182,36,36,125,99,145.0
322,45,86,18,11,38,18,67.0
366,49,77,17,13,52,43,89.0
590,80,152,27,24,73,37,146.0
641,69,171,32,22,100,47,98.0
118,14,20,3,1,8,3,26.0
436,72,118,23,26,70,41,118.0
66,2,5,1,1,1,1,16.0
222,22,45,8,4,14,9,37.0
700,90,168,27,20,81,52,141.0
153,15,38,6,2,12,5,37.0
108,13,19,8,1,9,18,18.0
245,31,49,13,7,15,27,69.0
137,16,35,8,1,16,10,38.0
65,4,13,2,1,6,3,14.0
57,7,12,2,1,3,3,19.0
404,47,90,16,7,28,37,65.0
72,5,19,3,0,4,7,10.0
288,29,69,14,4,21,23,70.0
151,18,36,7,10,24,5,43.0
318,33,65,17,9,35,27,79.0
525,62,121,26,23,63,33,123.0
299,31,53,8,12,37,32,79.0
226,17,43,7,2,22,14,22.0
112,13,17,2,8,19,7,25.0
62,5,13,3,2,7,2,19.0
111,9,24,4,4,17,5,31.0
71,4,10,1,0,5,1,24.0
636,73,144,32,21,79,47,158.0
260,17,44,8,2,21,29,27.0
162,12,30,5,1,14,19,38.0
55,2,8,3,0,2,1,17.0
644,66,158,27,25,76,38,73.0
497,71,116,24,20,58,61,94.0
117,14,22,4,4,9,6,29.0
64,2,5,2,0,2,1,27.0
95,10,22,1,3,14,2,10.0
600,59,130,35,13,50,67,142.0
578,30,123,14,3,42,30,96.0
244,29,53,11,9,23,9,51.0
442,41,99,22,15,61,40,87.0
131,17,35,5,0,10,9,26.0
55,4,10,2,3,6,6,7.0
215,16,57,7,1,16,14,24.0
178,16,32,7,4,18,18,49.0
440,67,97,22,14,38,48,73.0
313,37,54,11,8,27,24,84.0
362,45,95,21,11,41,29,48.0
61,3,9,2,0,0,2,18.0
58,2,9,3,1,6,6,17.0
181,24,48,7,1,10,12,34.0
602,103,156,31,22,94,69,86.0
72,9,12,2,0,11,7,4.0
317,34,76,20,11,43,23,95.0
680,86,188,34,17,79,51,100.0
408,35,87,19,13,44,26,98.0
652,90,184,37,17,84,26,113.0
399,40,73,15,11,39,68,100.0
496,54,110,20,29,65,42,128.0
234,27,71,10,1,19,11,30.0
148,12,35,6,2,10,4,30.0
476,54,144,24,10,51,20,44.0
110,5,19,3,1,7,2,32.0
142,6,27,8,0,11,9,13.0
399,33,86,12,5,32,27,38.0
614,99,150,30,12,49,52,129.0
59,4,4,1,1,4,2,17.0
249,31,56,12,3,21,38,45.0
628,75,151,27,7,67,52,103.0
602,82,133,31,14,54,64,115.0
73,8,12,1,1,7,8,10.0
110,15,27,6,0,5,2,28.0
547,54,165,34,12,68,29,116.0
173,19,29,2,2,9,8,49.0
102,8,24,5,0,10,8,18.0
407,41,86,12,16,52,35,99.0
136,13,30,7,1,11,6,32.0
689,100,186,35,33,108,25,136.0
440,41,94,26,15,51,31,101.0
481,61,97,22,18,47,59,87.0
289,27,55,6,1,24,32,41.0
251,33,48,6,6,23,27,28.0
513,55,142,21,13,54,23,89.0
290,35,71,15,6,33,22,76.0
66,1,7,1,0,2,1,20.0
451,38,107,13,4,40,20,41.0
92,8,14,3,1,10,5,24.0
95,6,17,0,0,5,11,29.0
614,85,151,31,13,72,51,59.0
658,86,160,36,17,84,76,143.0
520,41,114,16,12,54,45,74.0
171,8,30,2,1,12,13,25.0
126,13,18,4,5,12,24,42.0
448,44,89,20,1,35,34,91.0
218,21,42,7,9,26,18,45.0
146,11,28,9,4,13,10,45.0
267,21,53,8,5,32,24,82.0
421,35,95,21,4,34,20,96.0
76,7,12,3,5,11,3,26.0
141,12,34,8,1,13,14,23.0
254,26,67,16,6,16,13,68.0
590,70,121,19,20,62,72,131.0
82,8,23,7,1,14,2,17.0
78,3,9,2,0,4,1,28.0
442,41,102,18,11,46,30,68.0
69,8,12,2,0,2,2,19.0
72,5,11,1,0,6,2,25.0
434,39,113,21,2,28,19,67.0
67,3,6,0,0,1,3,34.0
521,67,134,26,23,67,51,103.0
56,0,3,0,0,1,4,18.0
311,38,69,15,7,32,30,65.0
54,3,5,0,0,0,2,19.0
68,2,8,0,0,3,1,29.0
307,25,75,15,2,22,8,34.0
598,54,164,33,13,75,44,77.0
693,91,165,39,32,88,70,162.0
335,35,90,17,5,33,10,52.0
662,80,175,45,15,75,50,91.0
384,43,90,14,4,28,26,78.0
580,59,146,25,18,82,46,69.0
140,7,31,5,2,12,10,29.0
59,5,14,1,1,8,1,14.0
69,1,4,0,0,2,4,30.0
710,88,189,51,14,71,29,113.0
57,2,7,2,0,2,1,25.0
202,13,31,7,4,22,13,53.0
118,6,20,2,1,5,6,27.0
700,89,172,24,10,59,55,76.0
566,83,143,26,12,35,25,138.0
508,66,119,21,8,49,28,104.0
506,51,99,21,15,55,58,108.0
310,24,74,17,7,36,10,82.0
668,68,182,36,14,83,54,62.0
73,5,12,2,0,5,3,23.0
256,14,42,7,5,29,21,76.0
508,62,144,35,11,47,61,89.0
151,21,33,10,2,8,12,43.0
111,14,26,6,5,17,11,35.0
384,47,80,23,11,39,27,90.0
57,7,8,1,1,5,4,9.0
402,43,91,13,20,57,39,66.0
674,97,185,38,21,84,78,101.0
57,4,16,4,1,5,4,8.0
122,9,25,6,3,14,5,24.0
593,76,137,31,12,36,53,86.0
79,9,20,2,3,10,10,23.0
67,3,9,2,1,4,4,23.0
365,33,95,22,8,27,22,62.0
352,31,77,13,9,42,24,61.0
374,41,79,18,17,49,20,98.0
69,2,8,3,1,8,1,16.0
335,41,81,11,8,36,24,52.0
63,3,4,1,1,2,1,29.0
70,3,10,1,1,6,2,25.0
313,26,66,14,2,18,22,63.0
541,68,161,44,12,80,30,55.0
110,6,21,1,3,9,8,21.0
475,44,95,14,11,42,51,110.0
178,16,37,9,4,21,8,58.0
657,64,167,34,23,80,49,114.0
92,6,20,4,0,3,13,12.0
333,32,71,13,6,36,38,56.0
307,31,64,13,13,27,20,80.0
505,73,114,23,30,87,50,140.0
514,42,110,26,12,42,32,83.0
697,92,188,38,13,78,32,95.0
163,23,38,8,11,23,8,48.0
476,51,96,26,13,45,37,59.0
373,50,98,23,13,53,33,91.0
578,79,129,38,23,92,73,187.0
536,77,139,29,12,66,51,93.0
543,56,128,32,17,74,37,98.0
518,60,107,24,23,60,45,117.0
266,31,72,7,13,34,23,36.0
71,6,16,1,0,4,4,19.0
119,10,24,1,3,18,8,36.0
108,10,18,3,3,14,12,32.0
206,16,58,11,1,22,8,32.0
303,32,63,9,3,24,24,80.0
136,11,23,4,2,7,8,44.0
111,12,23,2,0,5,6,24.0
308,41,65,16,9,30,37,71.0
336,38,79,17,3,28,20,51.0
50,4,5,0,0,3,4,20.0
80,5,15,2,4,9,5,23.0
600,84,160,38,30,103,76,88.0
486,43,107,24,14,59,36,111.0
61,5,16,5,0,5,6,10.0
291,31,73,17,3,32,13,57.0
262,23,59,15,1,22,10,38.0
305,44,79,16,5,30,23,36.0
135,8,24,4,1,10,6,44.0
333,21,67,13,8,24,33,81.0
663,79,161,43,10,48,48,100.0
239,24,51,12,7,32,27,53.0
138,14,31,7,4,13,15,25.0
724,91,193,42,9,84,73,75.0
243,19,68,11,4,22,6,26.0
325,38,58,13,8,25,43,89.0
107,14,27,5,3,12,8,18.0
687,91,178,35,27,99,52,115.0
299,25,65,13,1,18,26,54.0
448,50,124,30,11,55,35,98.0
60,1,7,0,0,0,1,20.0
71,13,13,0,0,5,2,15.0
97,8,23,5,1,8,6,21.0
526,48,145,25,13,79,21,63.0
213,14,42,7,4,22,5,41.0
666,80,158,24,18,103,39,98.0
330,36,76,11,1,8,13,27.0
529,48,137,24,17,70,11,76.0
110,11,21,4,3,13,4,29.0
92,11,19,4,3,12,5,17.0
83,10,26,5,4,12,6,22.0
522,44,121,22,14,52,34,112.0
416,33,98,13,1,23,23,31.0
482,64,119,28,8,38,33,82.0
595,61,153,34,15,72,60,70.0
664,70,172,36,14,82,47,53.0
122,9,32,4,1,11,8,21.0
73,8,19,1,2,4,1,18.0
324,30,67,11,6,26,26,63.0
432,66,122,21,19,42,36,97.0
443,49,101,19,17,64,40,55.0
335,34,75,15,2,21,33,67.0
320,42,76,21,13,44,31,55.0
359,28,70,9,2,21,38,70.0
68,3,16,4,2,9,3,15.0
72,5,15,1,2,4,3,15.0
95,5,16,7,1,6,5,21.0
277,40,66,18,16,55,29,67.0
674,68,181,39,6,48,26,68.0
351,43,86,18,12,49,36,55.0
336,62,105,25,20,57,27,52.0
87,5,22,6,0,6,3,23.0
303,29,78,9,16,59,15,42.0
182,21,32,10,9,20,22,57.0
458,57,115,26,22,66,37,135.0
151,17,29,7,6,19,13,49.0
441,54,87,19,12,56,46,86.0
140,17,25,3,5,12,10,41.0
394,40,93,23,7,35,31,69.0
336,37,96,9,0,17,16,36.0
419,58,113,20,10,37,34,47.0
384,40,72,8,15,48,43,123.0
120,15,26,6,6,19,8,31.0
197,26,52,11,6,26,9,30.0
465,57,119,22,12,55,32,78.0
690,71,141,40,23,80,76,127.0
296,33,66,12,8,39,26,44.0
173,15,40,6,5,17,11,39.0
216,21,49,7,0,8,18,44.0
171,22,36,2,2,16,23,17.0
71,4,17,3,0,7,2,16.0
181,21,38,7,7,19,23,43.0
222,21,48,10,5,23,17,59.0
666,65,151,36,6,39,59,93.0
123,9,28,3,0,10,7,24.0
148,15,28,9,1,10,8,37.0
154,11,26,5,4,8,10,31.0
466,63,131,22,21,79,15,109.0
351,33,88,17,8,38,25,50.0
116,11,22,5,4,10,11,42.0
293,36,62,11,14,30,33,91.0
472,49,94,18,18,50,41,114.0
341,30,83,16,5,37,18,39.0
314,45,67,6,7,19,22,62.0
287,23,50,10,3,21,21,60.0
62,7,13,2,1,1,2,13.0
66,5,12,3,0,5,2,23.0
470,68,116,40,14,65,43,139.0
73,4,7,2,1,2,1,31.0
320,29,67,18,7,36,44,51.0
140,8,32,4,3,19,7,29.0
66,9,14,4,2,5,3,14.0
584,52,146,27,14,79,47,79.0
642,75,145,39,20,74,93,110.0
234,27,46,8,1,14,21,32.0
221,23,53,15,3,17,30,56.0
78,6,18,3,0,4,3,14.0
468,59,96,23,12,46,54,118.0
265,32,57,8,3,21,29,73.0
337,29,63,15,4,33,25,60.0
503,56,116,32,21,68,29,94.0
356,31,84,16,2,30,28,54.0
291,27,61,13,9,40,30,63.0
547,57,145,23,2,31,45,34.0
695,79,160,32,22,69,68,122.0
623,74,173,20,12,49,25,84.0
77,6,13,1,1,2,5,20.0
71,7,18,4,2,7,1,22.0
125,11,21,7,3,9,12,45.0
478,60,128,20,2,39,27,54.0
122,11,31,13,1,13,14,29.0
658,76,150,27,17,59,40,55.0
410,49,93,27,8,40,39,94.0
285,28,56,12,5,25,24,75.0
52,5,9,3,2,7,0,16.0
521,53,108,19,20,50,64,119.0
410,45,98,24,2,35,27,51.0
395,33,90,13,3,34,23,57.0
50,2,7,2,0,2,2,7.0
383,47,92,24,17,51,15,89.0
243,37,56,8,17,50,21,67.0
184,20,40,9,9,22,20,60.0
662,75,170,28,4,47,42,77.0
504,62,106,26,24,62,74,140.0
340,28,62,6,4,25,30,49.0
106,9,22,1,1,6,10,21.0
61,2,7,2,0,2,2,23.0
481,59,100,21,10,45,44,141.0
69,2,10,1,1,4,0,21.0
555,57,136,15,7,35,26,63.0
281,19,56,11,3,25,20,32.0
212,19,51,13,6,19,17,31.0
634,74,135,27,22,63,77,138.0
341,35,87,17,6,33,23,45.0
62,3,10,2,2,5,1,18.0
65,1,13,3,0,2,2,16.0
167,15,45,5,3,20,6,25.0
227,20,42,12,0,10,15,24.0
63,5,8,1,3,12,8,19.0
92,11,17,4,0,4,12,24.0
135,11,21,3,1,8,12,25.0
322,39,62,15,4,13,30,92.0
196,10,43,8,0,16,13,24.0
300,33,68,17,2,21,22,61.0
136,6,26,4,4,11,7,25.0
716,109,190,39,27,97,110,136.0
678,85,145,30,34,100,54,184.0
191,26,40,7,7,30,25,57.0
512,72,139,27,25,82,57,85.0
214,12,56,13,2,16,11,34.0
537,60,80,10,22,55,77,171.0
446,30,72,14,9,26,44,151.0
643,94,147,27,27,70,75,161.0
426,47,108,22,12,50,30,81.0
58,5,16,0,0,2,0,11.0
531,73,135,25,18,69,45,79.0
70,4,14,5,1,9,3,16.0
391,34,72,15,12,37,53,63.0
144,16,25,3,4,16,8,28.0
170,20,49,14,8,23,8,33.0
152,13,31,8,7,19,20,37.0
515,64,129,22,22,53,29,118.0
473,43,117,23,14,56,24,98.0
532,82,140,26,15,61,25,75.0
241,26,51,9,1,8,24,71.0
148,18,34,6,4,16,9,28.0
81,4,15,4,0,6,0,23.0
551,62,120,24,16,53,50,85.0
285,35,58,14,13,36,18,104.0
726,101,177,30,24,73,135,138.0
399,40,73,20,10,24,40,105.0
71,4,11,1,0,1,5,22.0
579,59,123,29,22,79,43,104.0
458,45,99,16,11,50,30,73.0
63,9,9,2,0,3,5,19.0
471,42,81,20,14,48,66,128.0
65,9,12,1,1,4,5,17.0
66,6,15,3,1,3,2,14.0
532,84,147,24,25,82,60,101.0
62,6,9,1,0,0,3,12.0
67,8,14,1,3,8,3,21.0
492,63,132,23,18,58,55,79.0
273,34,69,12,4,16,31,66.0
118,12,23,7,2,8,8,31.0
375,46,67,18,12,40,36,93.0
291,22,71,13,8,31,14,69.0
70,8,16,3,3,7,6,9.0
180,22,40,9,1,6,11,33.0
418,48,94,18,1,26,35,67.0
512,49,129,24,8,42,42,78.0
53,3,16,2,0,4,1,5.0
633,84,156,26,26,79,60,133.0
73,4,8,1,0,2,1,20.0
698,77,168,36,12,71,72,91.0
193,22,37,5,5,14,16,49.0
155,12,33,9,1,14,20,21.0
622,80,176,35,36,107,51,131.0
542,64,123,27,14,65,32,90.0
563,55,152,34,15,68,26,114.0
114,13,17,3,1,8,10,27.0
106,10,23,6,0,5,5,22.0
75,9,14,2,1,4,3,10.0
300,31,57,11,10,29,17,93.0
113,10,21,5,1,8,6,40.0
107,9,26,5,2,7,6,20.0
288,27,64,19,7,27,17,36.0
707,85,225,47,7,59,36,53.0
67,2,11,0,0,2,1,20.0
445,46,92,13,18,56,45,113.0
466,39,101,13,5,40,29,69.0
685,72,163,35,2,41,46,96.0
549,63,140,22,1,43,43,49.0
410,46,86,16,20,57,31,127.0
467,58,124,34,18,61,25,58.0
204,18,49,9,0,15,8,23.0
222,20,36,9,10,35,10,62.0
434,43,100,25,10,46,33,102.0
457,44,85,22,11,47,61,151.0
374,38,85,16,5,39,13,49.0
642,77,164,30,7,68,36,62.0
229,25,36,6,9,20,15,95.0
51,3,6,0,0,3,2,18.0
225,27,55,10,3,28,13,51.0
208,9,35,7,0,15,19,58.0
116,15,25,5,0,7,9,18.0
313,37,75,17,8,27,15,100.0
217,18,47,10,2,16,9,31.0
60,3,10,0,1,1,4,10.0
64,7,9,1,0,5,5,14.0
673,101,158,27,35,103,104,96.0
422,43,86,24,7,36,19,70.0
61,10,15,3,2,8,3,11.0
235,30,52,8,12,27,18,64.0
449,46,94,23,15,49,37,80.0
614,79,178,33,19,77,57,74.0
71,3,9,3,0,5,10,16.0
117,7,28,3,0,9,3,26.0
213,34,55,12,5,18,21,31.0
74,4,12,1,0,6,3,17.0
648,82,171,27,19,72,31,96.0
53,4,13,5,1,3,2,6.0
444,51,102,18,5,38,41,77.0
56,9,15,1,2,7,8,13.0
139,15,37,6,1,14,4,32.0
79,6,14,2,2,7,2,19.0
594,60,129,28,12,46,39,138.0
298,35,77,14,2,18,16,49.0
128,12,25,3,1,6,10,36.0
83,10,21,3,1,11,9,19.0
294,32,61,9,4,24,20,78.0
487,57,114,17,3,28,35,114.0
423,45,76,19,1,30,31,121.0
676,94,200,45,20,97,52,56.0
580,68,141,30,19,81,41,113.0
91,4,18,5,1,10,9,33.0
512,47,111,22,10,63,34,91.0
545,71,107,21,18,66,44,149.0
92,9,19,2,1,6,8,24.0
78,10,17,2,4,15,2,29.0
65,5,8,2,0,1,3,23.0
192,16,32,6,3,14,17,41.0
603,57,149,32,9,66,41,96.0
637,71,156,28,25,85,35,185.0
416,54,93,22,9,40,27,79.0
200,20,40,9,5,21,22,29.0
391,36,83,13,3,20,20,86.0
621,81,171,35,16,73,43,67.0
685,101,191,52,25,109,60,117.0
502,55,142,29,5,53,24,108.0
537,90,134,31,17,58,38,104.0
451,37,90,15,4,39,40,50.0
61,4,9,1,0,3,0,10.0
211,16,50,9,3,16,17,55.0
665,77,187,37,14,82,61,68.0
103,9,17,5,0,9,11,17.0
709,99,162,33,8,59,95,111.0
73,12,18,4,0,2,3,14.0
572,68,115,21,37,88,56,182.0
84,10,12,3,0,3,8,23.0
579,50,138,31,11,66,36,140.0
417,28,90,19,13,46,26,102.0
512,43,103,21,14,56,34,151.0
569,58,154,33,14,65,35,100.0
162,18,44,11,2,13,11,41.0
432,62,102,26,17,67,28,80.0
213,27,54,10,5,33,7,48.0
258,22,64,12,2,23,15,30.0
81,6,17,3,3,8,11,19.0
338,36,73,15,13,40,17,71.0
533,62,134,29,13,59,39,99.0
280,20,46,6,9,36,21,69.0
529,58,110,19,13,40,58,131.0
97,8,20,8,0,8,8,19.0
432,50,109,28,9,41,39,81.0
220,17,47,13,6,39,14,66.0
52,3,8,0,1,2,2,17.0
58,2,6,2,0,2,3,15.0
69,3,2,1,0,0,0,33.0
149,16,31,10,2,18,8,45.0
260,24,51,12,4,25,22,57.0
190,22,40,6,6,19,14,37.0
293,37,65,10,5,21,26,74.0
543,48,112,18,4,38,25,79.0
107,7,12,3,1,2,9,36.0
398,34,87,17,7,44,26,77.0
564,54,121,20,10,69,59,129.0
370,56,103,14,8,46,16,55.0
536,68,114,21,9,47,66,66.0
253,28,62,12,11,37,10,61.0
